,id,age,sex,hhold,htype,wp,long,lat,RID
8827382,34003010200i4099,59,f,34003010200h986,1,34003010200h986,-73.9877848169252,40.937735490663,595245
248512,36005009000i1833,48,f,36005009000h886,1,36005009000h886,-73.8408360023721,40.828014322117,1012212
248513,36005009000i732,58,m,36005009000h886,1,36005004400w126,-73.8408360023721,40.828014322117,1012212
248514,36005009000i1892,10,m,36005009000h886,1,36005000400s0,-73.8408360023721,40.828014322117,1012212
5054673,36061017000i1439,30,f,36061017000h1414,5,36061015002w135,-73.9426330964296,40.7903527721691,1253444
5054674,36061017000i1026,1,f,36061017000h1414,5,36061017000d2,-73.9426330964296,40.7903527721691,1253444
5054675,36061017000i1031,5,m,36061017000h1414,5,36061017000s3,-73.9426330964296,40.7903527721691,1253444
6583429,36081040500i3141,17,m,36081040500h499,1,36005040900s4,-73.8606415977228,40.7478249720309,690369
6583430,36081040500i1811,5,f,36081040500h499,1,36071015006s0,-73.8606415977228,40.7478249720309,690369
6583431,36081040500i1813,7,m,36081040500h499,1,36071015006s0,-73.8606415977228,40.7478249720309,690369
6583432,36081040500i1816,10,m,36081040500h499,1,36071015006s0,-73.8606415977228,40.7478249720309,690369
6583433,36081040500i750,30,m,36081040500h499,1,36081040500h499,-73.8606415977228,40.7478249720309,690369
6583434,36081040500i1169,20,f,36081040500h499,1,36081040500h499,-73.8606415977228,40.7478249720309,690369
6583435,36081040500i3249,26,m,36081040500h499,1,36081040500h499,-73.8606415977228,40.7478249720309,690369
10138059,34017001800i2640,44,f,34017001800h1293,0,34017016200w70,-74.0710574141617,40.7358292376217,1229022
10138060,34017001800i3076,51,f,34017001800h1293,0,34017019400w11,-74.0710574141617,40.7358292376217,1229022
10138061,34017001800i3855,40,m,34017001800h1293,0,34017001800h1293,-74.0710574141617,40.7358292376217,1229022
10138062,34017001800i2040,52,m,34017001800h1293,0,34005700502w,-74.0710574141617,40.7358292376217,1229022
6231809,36081025100i3967,52,f,36081025100h2220,6,36061011300w1233,-73.9099422927902,40.7477665944071,779781
6231810,36081025100i3973,47,f,36081025100h2220,6,36081025100h2220,-73.9099422927902,40.7477665944071,779781
5006827,36061016200i923,38,f,36061016200h768,9,36061003300w2801,-73.9401106435115,40.7887297314908,1146331
7730785,36081122701i938,33,f,36081122701h1252,5,36081122701h1252,-73.8046660149486,40.730461891112206,780487
7730786,36081122701i187,4,m,36081122701h1252,5,36103190800s2,-73.8046660149486,40.730461891112206,780487
7730787,36081122701i9604,19,m,36081122701h1252,5,36081122701h1252,-73.8046660149486,40.730461891112206,780487
7730788,36081122701i190,8,m,36081122701h1252,5,36103190800s2,-73.8046660149486,40.730461891112206,780487
7730789,36081122701i8642,45,m,36081122701h1252,5,36061008000w1155,-73.8046660149486,40.730461891112206,780487
3389188,36047081000i2004,85,f,36047081000h417,4,36061001502w841,-73.9473806919472,40.657533743284,768135
3389189,36047081000i618,45,f,36047081000h417,4,36047081000h417,-73.9473806919472,40.657533743284,768135
3389190,36047081000i1730,25,m,36047081000h417,4,34017020100w142,-73.9473806919472,40.657533743284,768135
5369654,36061022400i5528,77,f,36061022400h2149,1,36061002100w1709,-73.94545814996721,40.809462566768396,1145526
5369655,36061022400i4040,9,f,36061022400h2149,1,36061022000s3,-73.94545814996721,40.809462566768396,1145526
5369656,36061022400i4045,5,m,36061022400h2149,1,36061022000s3,-73.94545814996721,40.809462566768396,1145526
5369657,36061022400i6426,15,f,36061022400h2149,1,36005006700s1,-73.94545814996721,40.809462566768396,1145526
5369658,36061022400i4055,5,m,36061022400h2149,1,36061022000s3,-73.94545814996721,40.809462566768396,1145526
5369659,36061022400i5316,12,m,36061022400h2149,1,36061020000s1,-73.94545814996721,40.809462566768396,1145526
5369660,36061022400i2379,57,m,36061022400h2149,1,36061022400h2149,-73.94545814996721,40.809462566768396,1145526
5369661,36061022400i5621,28,m,36061022400h2149,1,36061022400h2149,-73.94545814996721,40.809462566768396,1145526
5369662,36061022400i3813,47,f,36061022400h2149,1,36061010100w125,-73.94545814996721,40.809462566768396,1145526
4932641,36061015400i7947,38,f,36061015400h5761,0,36061015400h5761,-73.948039231417,40.781301260561705,1285505
4932642,36061015400i7405,42,m,36061015400h5761,0,36081021900w474,-73.948039231417,40.781301260561705,1285505
8382021,36119001302i3955,2,m,36119001302h1369,6,36005028100d0,-73.8906120230282,40.913946075929,123678
8382022,36119001302i3530,6,m,36119001302h1369,6,36005035100s0,-73.8906120230282,40.913946075929,123678
8382023,36119001302i2537,22,m,36119001302h1369,6,36119001401w49,-73.8906120230282,40.913946075929,123678
8382024,36119001302i277,18,m,36119001302h1369,6,36119001302h1369,-73.8906120230282,40.913946075929,123678
8382025,36119001302i3609,24,f,36119001302h1369,6,36061020300w1196,-73.8906120230282,40.913946075929,123678
9121027,34003030200i6271,41,m,34003030200h1882,1,34003030200h1882,-74.0924346557068,40.8736555841375,598556
9121028,34003030200i5039,4,f,34003030200h1882,1,34039036800s2,-74.0924346557068,40.8736555841375,598556
9121029,34003030200i2871,26,m,34003030200h1882,1,34003017500w75,-74.0924346557068,40.8736555841375,598556
9121030,34003030200i3291,33,f,34003030200h1882,1,34031246202w264,-74.0924346557068,40.8736555841375,598556
9087081,34003025100i909,3,f,34003025100h769,5,34003023402d1,-74.0658170634315,40.865749326492896,314273
9087082,34003025100i923,5,m,34003025100h769,5,34003048100s4,-74.0658170634315,40.865749326492896,314273
9087083,34003025100i926,0,f,34003025100h769,5,34003023402d1,-74.0658170634315,40.865749326492896,314273
9087084,34003025100i2075,18,m,34003025100h769,5,34003010200w72,-74.0658170634315,40.865749326492896,314273
9087085,34003025100i5842,58,f,34003025100h769,5,34003025100h769,-74.0658170634315,40.865749326492896,314273
9087086,34003025100i1081,21,f,34003025100h769,5,34003030300w146,-74.0658170634315,40.865749326492896,314273
5736214,36081001800i2694,26,f,36081001800h624,0,36061011300w1597,-73.8536071695848,40.689989692697,781741
5736215,36081001800i1236,26,f,36081001800h624,0,36061010200w1891,-73.8536071695848,40.689989692697,781741
5736216,36081001800i1131,27,m,36081001800h624,0,36081001800h624,-73.8536071695848,40.689989692697,781741
5736217,36081001800i2088,37,m,36081001800h624,0,36081001800h624,-73.8536071695848,40.689989692697,781741
8532617,36119004100i1836,0,m,36119004100h1084,1,36005046202d2,-73.8185968700767,40.9171805103803,1190751
8532618,36119004100i2766,54,m,36119004100h1084,1,36081084900w187,-73.8185968700767,40.9171805103803,1190751
8532619,36119004100i1100,37,m,36119004100h1084,1,36119004100h1084,-73.8185968700767,40.9171805103803,1190751
8532620,36119004100i3027,62,f,36119004100h1084,1,36119004100h1084,-73.8185968700767,40.9171805103803,1190751
8532621,36119004100i1850,14,m,36119004100h1084,1,36119005400s0,-73.8185968700767,40.9171805103803,1190751
8532622,36119004100i1851,11,m,36119004100h1084,1,36005031000s1,-73.8185968700767,40.9171805103803,1190751
8532623,36119004100i3596,87,f,36119004100h1084,1,36119013104w54,-73.8185968700767,40.9171805103803,1190751
8532624,36119004100i3081,60,f,36119004100h1084,1,36119004100h1084,-73.8185968700767,40.9171805103803,1190751
8532625,36119004100i1677,29,f,36119004100h1084,1,36119004100h1084,-73.8185968700767,40.9171805103803,1190751
7950763,36085002002i194,73,f,36085002002h20,10,36085002002h20,-74.06692514689121,40.5994223232965,701027
761954,36005025600i17,61,f,36005025600h61,9,36079011200w301,-73.850047684178,40.8457037727465,763321
8300276,36119000201i5793,25,f,36119000201h1987,1,36047000900w8321,-73.9001484902424,40.919334565899,735974
8300277,36119000201i3836,19,f,36119000201h1987,1,36119000201h1987,-73.9001484902424,40.919334565899,735974
8300278,36119000201i4984,2,m,36119000201h1987,1,36119000201d2,-73.9001484902424,40.919334565899,735974
8300279,36119000201i2998,25,m,36119000201h1987,1,36061012700w282,-73.9001484902424,40.919334565899,735974
8300280,36119000201i4990,8,f,36119000201h1987,1,36119000202s0,-73.9001484902424,40.919334565899,735974
8300281,36119000201i4985,5,f,36119000201h1987,1,36119000202s0,-73.9001484902424,40.919334565899,735974
598,36005000200i3768,12,f,36005000200h1171,0,36005033500s2,-73.85934731931259,40.8141486326468,413790
599,36005000200i2385,48,f,36005000200h1171,0,36061007400w1054,-73.85934731931259,40.8141486326468,413790
600,36005000200i2075,57,m,36005000200h1171,0,36061010300w562,-73.85934731931259,40.8141486326468,413790
803196,36005026702i1060,27,f,36005026702h748,5,36005026702h748,-73.9008106480471,40.8727720101548,657945
803197,36005026702i1028,17,m,36005026702h748,5,36005001600s10,-73.9008106480471,40.8727720101548,657945
803198,36005026702i4546,33,m,36005026702h748,5,36005026702h748,-73.9008106480471,40.8727720101548,657945
803199,36005026702i1031,8,m,36005026702h748,5,36005000400s0,-73.9008106480471,40.8727720101548,657945
5851262,36081006502i3676,14,f,36081006502h1214,0,36005013100s1,-73.9173622267121,40.7650529934964,800857
5851263,36081006502i3733,8,f,36081006502h1214,0,36005007700s1,-73.9173622267121,40.7650529934964,800857
5851264,36081006502i3415,8,f,36081006502h1214,0,36005007700s1,-73.9173622267121,40.7650529934964,800857
5851265,36081006502i1825,56,m,36081006502h1214,0,36061007400w652,-73.9173622267121,40.7650529934964,800857
5851266,36081006502i1915,46,f,36081006502h1214,0,36025971200w,-73.9173622267121,40.7650529934964,800857
4392780,36061005502i61,51,m,36061005502h272,7,36103200902w154,-73.99397773165241,40.7251502608867,775026
10567990,34017016400i828,51,f,34017016400h500,4,34013021601w1100,-74.0248902242608,40.7743511575953,792115
10567991,34017016400i3662,18,f,34017016400h500,4,34027041500w110,-74.0248902242608,40.7743511575953,792115
4694229,36061012100i4949,37,m,36061012100h4213,0,34017004101w15,-73.99398328342541,40.7598790850559,774110
4694230,36061012100i5289,32,f,36061012100h4213,0,36103134702w75,-73.99398328342541,40.7598790850559,774110
9880049,34013015300i1000,46,f,34013015300h731,1,34031246103w65,-74.18360198551579,40.797878303403294,918016
9880050,34013015300i772,54,m,34013015300h731,1,34013015300h731,-74.18360198551579,40.797878303403294,918016
9880051,34013015300i872,8,m,34013015300h731,1,34023000300s2,-74.18360198551579,40.797878303403294,918016
8042621,36085011201i1769,24,m,36085011201h1101,1,36085011201h1101,-74.0850309588758,40.575680456407106,973535
8042622,36085011201i1990,18,f,36085011201h1101,1,36085013302w18,-74.0850309588758,40.575680456407106,973535
8042623,36085011201i5549,20,f,36085011201h1101,1,36085011201h1101,-74.0850309588758,40.575680456407106,973535
8042624,36085011201i3256,7,f,36085011201h1101,1,36085013203s0,-74.0850309588758,40.575680456407106,973535
8042625,36085011201i3255,10,f,36085011201h1101,1,36085013203s0,-74.0850309588758,40.575680456407106,973535
8042626,36085011201i3261,4,f,36085011201h1101,1,36085013203s0,-74.0850309588758,40.575680456407106,973535
11016149,34031182100i382,0,f,34031182100h386,5,34031182100h386,-74.1661282571958,40.8979754940447,758496
11016150,34031182100i2559,26,f,34031182100h386,5,34031182100h386,-74.1661282571958,40.8979754940447,758496
11016151,34031182100i423,37,f,34031182100h386,5,34031182100h386,-74.1661282571958,40.8979754940447,758496
9684681,34013010200i1800,52,f,34013010200h1179,1,34013010200h1179,-74.19232624587849,40.7706837507317,608036
9684682,34013010200i1815,10,f,34013010200h1179,1,34039039700s1,-74.19232624587849,40.7706837507317,608036
9684683,34013010200i671,62,m,34013010200h1179,1,34039037602w108,-74.19232624587849,40.7706837507317,608036
1065190,36005038100i977,43,m,36005038100h1264,3,36005038100h1264,-73.90153660833201,40.8536159143205,763625
1065191,36005038100i6266,53,m,36005038100h1264,3,36005038100h1264,-73.90153660833201,40.8536159143205,763625
1065192,36005038100i2701,13,f,36005038100h1264,3,36005033700s1,-73.90153660833201,40.8536159143205,763625
7780454,36081130100i1613,74,f,36081130100h203,10,36081130100h203,-73.74341889135451,40.730588801146205,91430
457897,36005018500i220,36,m,36005018500h381,7,36005018500h381,-73.9080215229079,40.8257762974879,412268
10845084,34031154001i3008,66,f,34031154001h1481,0,34031154001h1481,-74.207606980694,40.8683123933356,1122267
10845085,34031154001i3134,62,m,34031154001h1481,0,34031154001h1481,-74.207606980694,40.8683123933356,1122267
467368,36005018900i1614,9,m,36005018900h990,5,36005000400s0,-73.9290722960647,40.8293987958741,654783
467369,36005018900i1573,34,f,36005018900h990,5,36005018900h990,-73.9290722960647,40.8293987958741,654783
285572,36005012101i2015,39,m,36005012101h298,5,36047057900w163,-73.8889793364805,40.828480819869,763284
285573,36005012101i823,13,f,36005012101h298,5,36005015500s1,-73.8889793364805,40.828480819869,763284
285574,36005012101i820,15,f,36005012101h298,5,36005001600s10,-73.8889793364805,40.828480819869,763284
285575,36005012101i537,54,f,36005012101h298,5,36005012101h298,-73.8889793364805,40.828480819869,763284
1407099,36047002100i772,30,m,36047002100h600,1,36061011203w768,-73.9821532701704,40.7036065638128,766356
1407100,36047002100i794,30,f,36047002100h600,1,36047002100h600,-73.9821532701704,40.7036065638128,766356
1407101,36047002100i1168,2,m,36047002100h600,1,36047002100d1,-73.9821532701704,40.7036065638128,766356
1407102,36047002100i1167,0,m,36047002100h600,1,36047002100d1,-73.9821532701704,40.7036065638128,766356
4399601,36061005700i718,59,m,36061005700h733,7,36061005700h733,-73.99160481556609,40.7315583153271,683798
10688375,34017019900i2379,9,m,34017019900h1130,1,34003004001s0,-74.05035903703309,40.7843675475823,920714
10688376,34017019900i1300,42,m,34017019900h1130,1,34017019900h1130,-74.05035903703309,40.7843675475823,920714
10688377,34017019900i2396,5,f,34017019900h1130,1,34003004001s0,-74.05035903703309,40.7843675475823,920714
10688378,34017019900i1666,34,f,34017019900h1130,1,34017020000w355,-74.05035903703309,40.7843675475823,920714
10688379,34017019900i2386,12,m,34017019900h1130,1,34003046300s0,-74.05035903703309,40.7843675475823,920714
8174113,36085018901i3156,41,m,36085018901h1676,0,36047000900w10959,-74.1391977512537,40.6106920754023,475677
8174114,36085018901i4415,81,f,36085018901h1676,0,36059410900w353,-74.1391977512537,40.6106920754023,475677
8174115,36085018901i3402,40,f,36085018901h1676,0,36085018901h1676,-74.1391977512537,40.6106920754023,475677
722601,36005024501i3153,59,f,36005024501h804,4,36119008000w52,-73.91807871702059,40.8528859003724,655200
722602,36005024501i3708,2,m,36005024501h804,4,36005000400d0,-73.91807871702059,40.8528859003724,655200
722603,36005024501i1865,30,f,36005024501h804,4,36005024501h804,-73.91807871702059,40.8528859003724,655200
11180455,34039030900i1551,22,f,34039030900h687,4,34039037400w13,-74.200433907219,40.6510632026822,408956
1696808,36047013700i2488,88,m,36047013700h1296,6,36047022800w95,-73.98354507183541,40.668695194130294,794922
1696809,36047013700i2362,77,m,36047013700h1296,6,36047013700h1296,-73.98354507183541,40.668695194130294,794922
1696810,36047013700i2389,70,m,36047013700h1296,6,36061009500w1080,-73.98354507183541,40.668695194130294,794922
7439777,36081091900i5619,14,m,36081091900h1328,0,36005013200s0,-73.84242648440491,40.7796547557705,799624
7439778,36081091900i2481,30,f,36081091900h1328,0,36081091900h1328,-73.84242648440491,40.7796547557705,799624
7439779,36081091900i2460,34,m,36081091900h1328,0,36059301300w187,-73.84242648440491,40.7796547557705,799624
6128814,36081018700i2777,1,f,36081018700h588,1,36103134904d0,-73.9293504822676,40.736526897731295,466648
6128815,36081018700i1483,9,m,36081018700h588,1,36071011801s0,-73.9293504822676,40.736526897731295,466648
6128816,36081018700i1477,15,m,36081018700h588,1,36087012105s0,-73.9293504822676,40.736526897731295,466648
6128817,36081018700i903,47,f,36081018700h588,1,36061008000w1293,-73.9293504822676,40.736526897731295,466648
6128818,36081018700i850,47,m,36081018700h588,1,36081018700h588,-73.9293504822676,40.736526897731295,466648
2176248,36047029300i460,32,m,36047029300h503,7,36047001100w3632,-73.9313228578467,40.6869346848212,794601
9735840,34013011700i1328,19,m,34013011700h1326,6,34013011700h1326,-74.22148408333649,40.7516207649367,607366
9735841,34013011700i2116,27,m,34013011700h1326,6,34003053200w264,-74.22148408333649,40.7516207649367,607366
9735842,34013011700i3041,50,m,34013011700h1326,6,34013011700h1326,-74.22148408333649,40.7516207649367,607366
5719201,36081000800i370,89,m,36081000800h671,0,36059300900w809,-73.8587473578454,40.685551778765,469627
5719202,36081000800i834,87,f,36081000800h671,0,36087011102w403,-73.8587473578454,40.685551778765,469627
9597043,34013007300i5216,19,m,34013007300h1345,0,34013007300h1345,-74.15215028915041,40.726729698994795,603761
9597044,34013007300i2299,58,m,34013007300h1345,0,34017002000w511,-74.15215028915041,40.726729698994795,603761
9597045,34013007300i2722,62,f,34013007300h1345,0,34003023602w419,-74.15215028915041,40.726729698994795,603761
9541237,34013004700i3069,18,m,34013004700h1632,0,34007603200w,-74.21212609503179,40.7073080712729,607720
9541238,34013004700i3112,66,f,34013004700h1632,0,34013004700h1632,-74.21212609503179,40.7073080712729,607720
9541239,34013004700i4466,14,f,34013004700h1632,0,34039039700s2,-74.21212609503179,40.7073080712729,607720
9541240,34013004700i4126,37,f,34013004700h1632,0,34017002000w480,-74.21212609503179,40.7073080712729,607720
9541241,34013004700i2257,41,m,34013004700h1632,0,34013008000w1437,-74.21212609503179,40.7073080712729,607720
9541242,34013004700i2811,45,f,34013004700h1632,0,34003012001w356,-74.21212609503179,40.7073080712729,607720
7232025,36081074500i2130,77,f,36081074500h1238,0,36061006200w439,-73.84971440424279,40.7360574821359,778465
7232026,36081074500i1821,76,m,36081074500h1238,0,36081074500h1238,-73.84971440424279,40.7360574821359,778465
7268571,36081077904i4092,10,f,36081077904h1332,1,36005022200s2,-73.810576696977,40.7214637796478,776184
7268572,36081077904i4096,0,m,36081077904h1332,1,36081125700d0,-73.810576696977,40.7214637796478,776184
7268573,36081077904i2661,31,f,36081077904h1332,1,36061003300w2223,-73.810576696977,40.7214637796478,776184
7268574,36081077904i2336,36,m,36081077904h1332,1,36081071100w344,-73.810576696977,40.7214637796478,776184
7171756,36081071100i3682,53,m,36081071100h2395,0,36047000900w11783,-73.8454252153082,40.7203958216916,699732
7171757,36081071100i3797,53,f,36081071100h2395,0,36081071100h2395,-73.8454252153082,40.7203958216916,699732
5558432,36061026300i3355,20,f,36061026300h1903,1,36061026300h1903,-73.9351537404634,40.8481932118717,1291129
5558433,36061026300i4521,0,f,36061026300h1903,1,36061026300h1903,-73.9351537404634,40.8481932118717,1291129
5558434,36061026300i1917,23,m,36061026300h1903,1,36061026300h1903,-73.9351537404634,40.8481932118717,1291129
10913413,34031175703i3517,3,f,34031175703h1267,0,34031175703h1267,-74.1250926914782,40.854532055057796,802545
10913414,34031175703i2104,20,m,34031175703h1267,0,34031175703h1267,-74.1250926914782,40.854532055057796,802545
10913415,34031175703i3540,39,m,34031175703h1267,0,34031175703h1267,-74.1250926914782,40.854532055057796,802545
10913416,34031175703i2373,29,f,34031175703h1267,0,34031175703h1267,-74.1250926914782,40.854532055057796,802545
10913417,34031175703i3508,13,m,34031175703h1267,0,34003057102s0,-74.1250926914782,40.854532055057796,802545
5002254,36061016200i7873,55,f,36061016200h2782,4,36061016200h2782,-73.9390098650936,40.7868142963407,683563
5002255,36061016200i4979,68,f,36061016200h2782,4,36061007600w496,-73.9390098650936,40.7868142963407,683563
9631130,34013008100i113,39,m,34013008100h772,7,34013008100h772,-74.1798312043735,40.7324293907927,1094486
9524036,34013004100i2634,51,f,34013004100h569,4,34013004100h569,-74.2069718264034,40.7233995049082,33706
9524037,34013004100i3350,54,f,34013004100h569,4,34013004100h569,-74.2069718264034,40.7233995049082,33706
9524038,34013004100i1103,31,f,34013004100h569,4,34013008000w1303,-74.2069718264034,40.7233995049082,33706
9524039,34013004100i2822,24,m,34013004100h569,4,34013008100w873,-74.2069718264034,40.7233995049082,33706
9524040,34013004100i2779,70,m,34013004100h569,4,34013004100h569,-74.2069718264034,40.7233995049082,33706
5025898,36061016500i1276,64,f,36061016500h694,9,36061013700w1398,-73.9726414685235,40.78241880850489,1252803
5816170,36081005800i2423,85,f,36081005800h1398,0,36081014400w114,-73.84919918824559,40.673492125499294,699461
5816171,36081005800i4679,14,f,36081005800h1398,0,36103146901s2,-73.84919918824559,40.673492125499294,699461
5816172,36081005800i1849,81,m,36081005800h1398,0,36081071600w2595,-73.84919918824559,40.673492125499294,699461
1312839,36005044901i1492,73,m,36005044901h871,6,36005044901h871,-73.8727884054086,40.8981855739709,413179
1312840,36005044901i1497,71,m,36005044901h871,6,36005044901h871,-73.8727884054086,40.8981855739709,413179
1312841,36005044901i1544,3,f,36005044901h871,6,36005044901h871,-73.8727884054086,40.8981855739709,413179
9867485,34013015000i175,39,f,34013015000h148,9,34013015000h148,-74.1870512584542,40.828102430191,1226213
9856325,34013014700i6090,25,f,34013014700h2298,0,34013014700h2298,-74.179242021412,40.782536735242296,326718
9856326,34013014700i4088,23,f,34013014700h2298,0,34013010500w43,-74.179242021412,40.782536735242296,326718
9856327,34013014700i6490,23,f,34013014700h2298,0,34013014700h2298,-74.179242021412,40.782536735242296,326718
9856328,34013014700i3752,20,m,34013014700h2298,0,34013014700h2298,-74.179242021412,40.782536735242296,326718
696568,36005023900i7397,43,f,36005023900h2149,0,36005023900h2149,-73.9035836089073,40.8598162209456,657170
696569,36005023900i3172,20,m,36005023900h2149,0,36005023900h2149,-73.9035836089073,40.8598162209456,657170
696570,36005023900i4548,20,f,36005023900h2149,0,36061007400w742,-73.9035836089073,40.8598162209456,657170
2152141,36047028600i2507,64,f,36047028600h1454,0,36061010900w2247,-73.99874269578049,40.6006919741542,768874
2152142,36047028600i1964,74,m,36047028600h1454,0,36081029400w115,-73.99874269578049,40.6006919741542,768874
5084369,36061017300i7767,57,m,36061017300h4717,6,36061017300h4717,-73.97122184828791,40.789438164701,1146620
5084370,36061017300i7779,46,m,36061017300h4717,6,09001022300w476,-73.97122184828791,40.789438164701,1146620
7115637,36081066701i1,53,m,36081066701h200,7,36081066701h200,-73.8937042239495,40.7234029695092,699607
4228210,36061002202i599,19,f,36061002202h649,1,36061002202h649,-73.97925695319691,40.7200884703988,683896
4228211,36061002202i764,12,m,36061002202h649,1,36061002201s1,-73.97925695319691,40.7200884703988,683896
4228212,36061002202i701,25,m,36061002202h649,1,36061002202h649,-73.97925695319691,40.7200884703988,683896
4228213,36061002202i771,12,f,36061002202h649,1,36061002201s1,-73.97925695319691,40.7200884703988,683896
6492896,36081035300i956,23,m,36081035300h564,1,36081035300h564,-73.874751465193,40.759919082094,798432
6492897,36081035300i1881,1,f,36081035300h564,1,36081035300h564,-73.874751465193,40.759919082094,798432
6492898,36081035300i2496,17,m,36081035300h564,1,36005038700s6,-73.874751465193,40.759919082094,798432
6492899,36081035300i1189,22,f,36081035300h564,1,36081035300h564,-73.874751465193,40.759919082094,798432
5951931,36081011500i1177,28,m,36081011500h825,0,36081053500w263,-73.9143221435563,40.7757321153826,800671
5951932,36081011500i1355,34,f,36081011500h825,0,36061009400w1549,-73.9143221435563,40.7757321153826,800671
6145695,36081019800i648,36,m,36081019800h500,1,36081019800h500,-73.80597763464641,40.6902043581804,465689
6145696,36081019800i2041,39,m,36081019800h500,1,36081019800h500,-73.80597763464641,40.6902043581804,465689
6145697,36081019800i2035,16,f,36081019800h500,1,36103110902s0,-73.80597763464641,40.6902043581804,465689
6145698,36081019800i1157,1,f,36081019800h500,1,36103145803d1,-73.80597763464641,40.6902043581804,465689
6145699,36081019800i948,32,f,36081019800h500,1,36081041300w112,-73.80597763464641,40.6902043581804,465689
3954205,36059303000i3691,24,m,36059303000h1735,0,36061020300w227,-73.68994929830029,40.7328311149201,771917
3954206,36059303000i3820,19,f,36059303000h1735,0,36103122707w71,-73.68994929830029,40.7328311149201,771917
10888792,34031175402i1578,52,f,34031175402h627,4,34031175402h627,-74.1218199668178,40.857874570096996,938177
10888793,34031175402i2902,14,f,34031175402h627,4,34031175801s0,-74.1218199668178,40.857874570096996,938177
10888794,34031175402i4130,31,f,34031175402h627,4,36081033100w266,-74.1218199668178,40.857874570096996,938177
6436959,36081032000i297,18,m,36081032000h1029,6,36081032000h1029,-73.7692636122635,40.657533041270796,470948
6436960,36081032000i4526,49,f,36081032000h1029,6,36059301800w1832,-73.7692636122635,40.657533041270796,470948
6436961,36081032000i3733,77,f,36081032000h1029,6,36081032000h1029,-73.7692636122635,40.657533041270796,470948
6436962,36081032000i3687,2,m,36081032000h1029,6,36005016100d0,-73.7692636122635,40.657533041270796,470948
6436963,36081032000i3965,47,f,36081032000h1029,6,36081025900w226,-73.7692636122635,40.657533041270796,470948
6436964,36081032000i1780,26,m,36081032000h1029,6,36061003100w2406,-73.7692636122635,40.657533041270796,470948
4962210,36061015700i6801,42,m,36061015700h5075,0,36061015400w64,-73.9787537966688,40.7782890793599,774450
4962211,36061015700i7366,31,f,36061015700h5075,0,36061015700h5075,-73.9787537966688,40.7782890793599,774450
4584871,36061009000i5888,69,f,36061009000h4194,6,36061002900w1980,-73.9718406529097,40.754346447767894,1285826
4584872,36061009000i5892,65,f,36061009000h4194,6,36061009000h4194,-73.9718406529097,40.754346447767894,1285826
4584873,36061009000i5908,58,f,36061009000h4194,6,36061009000h4194,-73.9718406529097,40.754346447767894,1285826
779144,36005026500i5822,43,m,36005026500h1345,1,36005026500h1345,-73.9016425486954,40.864951149720504,762723
779145,36005026500i2808,10,f,36005026500h1345,1,36005000400s0,-73.9016425486954,40.864951149720504,762723
779146,36005026500i2818,17,f,36005026500h1345,1,36005001600s10,-73.9016425486954,40.864951149720504,762723
779147,36005026500i1453,47,m,36005026500h1345,1,36061010000w58,-73.9016425486954,40.864951149720504,762723
779148,36005026500i2626,48,f,36005026500h1345,1,36005026500h1345,-73.9016425486954,40.864951149720504,762723
779149,36005026500i4568,66,m,36005026500h1345,1,36005026500h1345,-73.9016425486954,40.864951149720504,762723
5597099,36061027700i2123,25,f,36061027700h1064,4,34017007400w370,-73.9286565685533,40.8528932893335,1147034
5964357,36081012000i1907,53,m,36081012000h437,1,36061009900w608,-73.8282143296125,40.69248084195179,800717
5964358,36081012000i1597,19,f,36081012000h437,1,36081071600w2717,-73.8282143296125,40.69248084195179,800717
5964359,36081012000i816,32,m,36081012000h437,1,36081012000h437,-73.8282143296125,40.69248084195179,800717
5964360,36081012000i1663,12,f,36081012000h437,1,36081014201s0,-73.8282143296125,40.69248084195179,800717
5964361,36081012000i1664,1,f,36081012000h437,1,36005008600d2,-73.8282143296125,40.69248084195179,800717
5964362,36081012000i1665,4,m,36081012000h437,1,36005016700s5,-73.8282143296125,40.69248084195179,800717
5964363,36081012000i2142,42,f,36081012000h437,1,36081012000h437,-73.8282143296125,40.69248084195179,800717
5964364,36081012000i858,24,f,36081012000h437,1,36005029600w213,-73.8282143296125,40.69248084195179,800717
5964365,36081012000i2341,85,f,36081012000h437,1,36061021900w190,-73.8282143296125,40.69248084195179,800717
10123317,34017001201i935,10,m,34017001201h373,1,34017001202s0,-74.0552065352468,40.734840064447205,920129
10123318,34017001201i1810,46,m,34017001201h373,1,34017002000w419,-74.0552065352468,40.734840064447205,920129
10123319,34017001201i628,32,f,34017001201h373,1,36061002100w1829,-74.0552065352468,40.734840064447205,920129
10123320,34017001201i938,6,f,34017001201h373,1,34017001202s0,-74.0552065352468,40.734840064447205,920129
10123321,34017001201i419,31,m,34017001201h373,1,34003054500w485,-74.0552065352468,40.734840064447205,920129
5349106,36061022000i1237,89,f,36061022000h43,10,34003002100w28,-73.95157996207621,40.8069938746379,774867
4081011,36059411301i789,21,m,36059411301h558,1,36059411301h558,-73.72880426185941,40.644103783519704,427310
4081012,36059411301i3425,24,f,36059411301h558,1,36047098800w32,-73.72880426185941,40.644103783519704,427310
4081013,36059411301i1324,1,f,36059411301h558,1,36081066000d0,-73.72880426185941,40.644103783519704,427310
4081014,36059411301i1130,21,f,36059411301h558,1,36081099703w17,-73.72880426185941,40.644103783519704,427310
7515037,36081097203i1018,35,f,36081097203h691,5,36103112103w334,-73.77692803938349,40.600199318807995,91583
