,id,age,sex,hhold,htype,wp,long,lat,RID
7778956,36081130100i3139,70,m,36081130100h1037,0,36081026902w10,-73.7340295694808,40.737700068472,697261
7778957,36081130100i3428,56,f,36081130100h1037,0,36061007200w574,-73.7340295694808,40.737700068472,697261
7644297,36081109900i509,31,m,36081109900h441,1,36081109900h441,-73.78359119598079,40.769454669873,781813
7644298,36081109900i650,9,f,36081109900h441,1,36103158309s0,-73.78359119598079,40.769454669873,781813
7644299,36081109900i577,31,f,36081109900h441,1,36081047500w21,-73.78359119598079,40.769454669873,781813
610301,36005022300i4893,9,f,36005022300h1575,0,36005000400s0,-73.9156516730799,40.8399604943826,763998
610302,36005022300i2944,58,f,36005022300h1575,0,36081015500w96,-73.9156516730799,40.8399604943826,763998
610303,36005022300i2095,54,m,36005022300h1575,0,36005022300h1575,-73.9156516730799,40.8399604943826,763998
610304,36005022300i4005,41,f,36005022300h1575,0,36119011300w119,-73.9156516730799,40.8399604943826,763998
10860511,34031163500i1518,78,f,34031163500h160,10,42011002500w,-74.1888751552992,40.971118665651396,388668
278850,36005011800i2009,12,f,36005011800h914,1,36005025000s0,-73.81018625635679,40.8152238882571,657033
278851,36005011800i2106,17,f,36005011800h914,1,36005001600s10,-73.81018625635679,40.8152238882571,657033
278852,36005011800i4390,30,f,36005011800h914,1,36005011800h914,-73.81018625635679,40.8152238882571,657033
278853,36005011800i1139,21,m,36005011800h914,1,36005011800h914,-73.81018625635679,40.8152238882571,657033
2851122,36047050803i1412,54,f,36047050803h863,6,36047000900w11584,-73.9605969332825,40.6534744632607,1138944
2851123,36047050803i2444,46,f,36047050803h863,6,36047050803h863,-73.9605969332825,40.6534744632607,1138944
2851124,36047050803i2168,74,f,36047050803h863,6,36047050803h863,-73.9605969332825,40.6534744632607,1138944
2851125,36047050803i1421,59,f,36047050803h863,6,36059302502w146,-73.9605969332825,40.6534744632607,1138944
2851126,36047050803i2165,13,f,36047050803h863,6,36047032500s0,-73.9605969332825,40.6534744632607,1138944
7167048,36081070900i718,86,f,36081070900h61,10,36061002100w2350,-73.85739560599659,40.7190119083041,799667
374477,36005015500i2287,52,m,36005015500h569,4,36005015500h569,-73.88847367590121,40.8368882602861,654905
374478,36005015500i1258,29,f,36005015500h569,4,36005015500h569,-73.88847367590121,40.8368882602861,654905
3834398,36047119800i1748,34,f,36047119800h834,0,36047119800h834,-73.8955759997093,40.674850496240396,794670
3834399,36047119800i1225,40,m,36047119800h834,0,36081048000w591,-73.8955759997093,40.674850496240396,794670
10199234,34017004400i908,24,f,34017004400h566,5,34017004400h566,-74.0754903402183,40.712985612755105,608809
10199235,34017004400i994,10,f,34017004400h566,5,34017004900s0,-74.0754903402183,40.712985612755105,608809
10199236,34017004400i995,13,m,34017004400h566,5,34017005300s0,-74.0754903402183,40.712985612755105,608809
2801599,36047049500i200,24,f,36047049500h134,9,36061011300w1761,-73.9434132445922,40.7116883204826,803083
382383,36005015900i1807,56,m,36005015900h534,1,36061004200w80,-73.8948947539904,40.8219869475065,762587
382384,36005015900i1049,7,f,36005015900h534,1,36005000400s0,-73.8948947539904,40.8219869475065,762587
382385,36005015900i1946,38,f,36005015900h534,1,36005015900h534,-73.8948947539904,40.8219869475065,762587
382386,36005015900i2145,2,m,36005015900h534,1,36005000400d0,-73.8948947539904,40.8219869475065,762587
382387,36005015900i536,18,f,36005015900h534,1,36061003300w2803,-73.8948947539904,40.8219869475065,762587
382388,36005015900i1051,4,f,36005015900h534,1,36005000400s0,-73.8948947539904,40.8219869475065,762587
382389,36005015900i440,24,m,36005015900h534,1,36005015900h534,-73.8948947539904,40.8219869475065,762587
2201549,36047030000i1217,56,f,36047030000h710,1,36047030000h710,-73.9871768297832,40.596784849046,423502
2201550,36047030000i1716,12,m,36047030000h710,1,36047046400s0,-73.9871768297832,40.596784849046,423502
2201551,36047030000i1680,13,m,36047030000h710,1,36047046400s0,-73.9871768297832,40.596784849046,423502
2201552,36047030000i985,50,m,36047030000h710,1,36047030000h710,-73.9871768297832,40.596784849046,423502
1731697,36047015100i2233,29,f,36047015100h1163,0,36061011300w1785,-73.9829745550037,40.6650385781705,795365
1731698,36047015100i2113,24,m,36047015100h1163,0,36061014200w260,-73.9829745550037,40.6650385781705,795365
6829064,36081050000i482,43,m,36081050000h418,7,36081050000h418,-73.7707479630675,40.7101587777956,690985
6678667,36081045500i2458,45,m,36081045500h2722,2,36061011900w1881,-73.8626938010561,40.737564716646794,780074
6678668,36081045500i9373,58,f,36081045500h2722,2,36047044900w237,-73.8626938010561,40.737564716646794,780074
8231506,36085027702i2536,68,f,36085027702h247,10,36085027702h247,-74.15768593732659,40.5827642975664,92586
8333276,36119000600i6804,46,m,36119000600h1775,1,36119000600h1775,-73.89044504440459,40.9444223247878,535592
8333277,36119000600i2942,31,f,36119000600h1775,1,36119001600w133,-73.89044504440459,40.9444223247878,535592
8333278,36119000600i2952,4,f,36119000600h1775,1,36119001200s0,-73.89044504440459,40.9444223247878,535592
8333279,36119000600i1828,33,m,36119000600h1775,1,36001001100w,-73.89044504440459,40.9444223247878,535592
11133910,34031264101i1506,52,f,34031264101h912,1,34013009400w43,-74.1986224660299,40.8946060679214,386771
11133911,34031264101i1053,59,m,34031264101h912,1,34031264101h912,-74.1986224660299,40.8946060679214,386771
11133912,34031264101i1863,12,m,34031264101h912,1,34031124200s2,-74.1986224660299,40.8946060679214,386771
1209365,36005040900i729,66,f,36005040900h77,10,36005040900h77,-73.89235349204391,40.873576292546204,411771
7470755,36081093800i3657,68,f,36081093800h2324,6,36047035200w24,-73.8276206341066,40.58459317941679,692255
7470756,36081093800i3658,73,f,36081093800h2324,6,36061002100w2573,-73.8276206341066,40.58459317941679,692255
6232584,36081025100i281,27,m,36081025100h655,7,36081025100h655,-73.9105500312421,40.7447545123423,467525
8014615,36085007400i630,24,m,36085007400h725,1,36061009000w620,-74.0611136806872,40.5935594331524,476056
8014616,36085007400i3891,60,m,36085007400h725,1,36059410700w115,-74.0611136806872,40.5935594331524,476056
8014617,36085007400i1147,11,m,36085007400h725,1,36047006000s0,-74.0611136806872,40.5935594331524,476056
8014618,36085007400i393,18,f,36085007400h725,1,36085007400h725,-74.0611136806872,40.5935594331524,476056
5084386,36061017300i7794,54,m,36061017300h4724,6,36061017300h4724,-73.9735253933726,40.78876241781229,774635
5084387,36061017300i8497,78,m,36061017300h4724,6,36061005000w689,-73.9735253933726,40.78876241781229,774635
5084388,36061017300i7792,61,m,36061017300h4724,6,36061017300h4724,-73.9735253933726,40.78876241781229,774635
1125109,36005039300i5091,35,f,36005039300h2620,1,36005039300h2620,-73.8842585040755,40.8489762240701,763767
1125110,36005039300i7857,44,m,36005039300h2620,1,36081087100w375,-73.8842585040755,40.8489762240701,763767
1125111,36005039300i3351,48,m,36005039300h2620,1,36005012701w46,-73.8842585040755,40.8489762240701,763767
1125112,36005039300i5898,5,f,36005039300h2620,1,36005000400s0,-73.8842585040755,40.8489762240701,763767
223641,36005008300i1261,3,m,36005008300h693,5,36005000400d0,-73.9026671079815,40.81017058385461,763812
223642,36005008300i1400,36,f,36005008300h693,5,36061013700w1353,-73.9026671079815,40.81017058385461,763812
223643,36005008300i3702,34,m,36005008300h693,5,36005008300h693,-73.9026671079815,40.81017058385461,763812
223644,36005008300i5915,51,f,36005008300h693,5,36061005200w1185,-73.9026671079815,40.81017058385461,763812
223645,36005008300i5788,7,f,36005008300h693,5,36005000400s0,-73.9026671079815,40.81017058385461,763812
2695996,36047044900i936,50,m,36047044900h941,0,36061012500w1655,-73.92369904580991,40.713259680030106,73410
2695997,36047044900i1917,56,f,36047044900h941,0,36061001502w867,-73.92369904580991,40.713259680030106,73410
10313834,34017007700i5189,36,f,34017007700h3035,0,34017007700h3035,-74.03890151960529,40.7297880577688,329553
10313835,34017007700i4916,31,m,34017007700h3035,0,36061010000w1496,-74.03890151960529,40.7297880577688,329553
290902,36005012300i2066,58,m,36005012300h1327,0,36005012300h1327,-73.8859481463845,40.8302505498236,657023
290903,36005012300i2605,45,f,36005012300h1327,0,36061005200w1136,-73.8859481463845,40.8302505498236,657023
870785,36005029500i3860,38,f,36005029500h975,4,36005029500h975,-73.9048264303498,40.886496903294294,654814
870786,36005029500i1332,25,f,36005029500h975,4,36005029500h975,-73.9048264303498,40.886496903294294,654814
4065546,36059411000i4454,36,f,36059411000h464,4,36061004000w468,-73.74659359425979,40.6213141394701,446785
4065547,36059411000i912,42,f,36059411000h464,4,36059411000h464,-73.74659359425979,40.6213141394701,446785
1985136,36047023600i534,8,f,36047023600h565,1,36047047000s1,-73.987284734635,40.6321079521666,803742
1985137,36047023600i535,9,m,36047023600h565,1,36047047000s1,-73.987284734635,40.6321079521666,803742
1985138,36047023600i874,48,f,36047023600h565,1,36061018700w65,-73.987284734635,40.6321079521666,803742
1985139,36047023600i723,45,m,36047023600h565,1,36047023600h565,-73.987284734635,40.6321079521666,803742
4992365,36061016100i1616,32,m,36061016100h1921,7,36061000900w1956,-73.9792070578964,40.780967214969,774570
6438323,36081032000i4270,45,f,36081032000h176,5,36059303202w82,-73.75992987274,40.6638315887119,780722
6438324,36081032000i79,9,m,36081032000h176,5,36103146902s1,-73.75992987274,40.6638315887119,780722
6438325,36081032000i184,51,f,36081032000h176,5,36081014202w325,-73.75992987274,40.6638315887119,780722
6438326,36081032000i3539,36,f,36081032000h176,5,36081071600w2227,-73.75992987274,40.6638315887119,780722
6438327,36081032000i3538,33,m,36081032000h176,5,36081032000h176,-73.75992987274,40.6638315887119,780722
6438328,36081032000i83,14,f,36081032000h176,5,36059405302s0,-73.75992987274,40.6638315887119,780722
8137994,36085017007i3557,14,f,36085017007h1118,1,36085019800s3,-74.1961165855127,40.5602791798898,702932
8137995,36085017007i2223,57,m,36085017007h1118,1,36085017007h1118,-74.1961165855127,40.5602791798898,702932
8137996,36085017007i4471,49,m,36085017007h1118,1,36085018901w61,-74.1961165855127,40.5602791798898,702932
8137997,36085017007i2324,58,f,36085017007h1118,1,36085017007h1118,-74.1961165855127,40.5602791798898,702932
4833849,36061014000i3355,17,m,36061014000h2208,1,36061010800s2,-73.95562831107891,40.776961103013,1253158
4833850,36061014000i3164,32,f,36061014000h2208,1,36061009800w260,-73.95562831107891,40.776961103013,1253158
4833851,36061014000i2580,28,m,36061014000h2208,1,36061014000h2208,-73.95562831107891,40.776961103013,1253158
10231509,34017005500i1536,53,f,34017005500h237,5,34017005500h237,-74.0867737711585,40.7035175874622,1227731
10231510,34017005500i354,29,f,34017005500h237,5,36061003300w2631,-74.0867737711585,40.7035175874622,1227731
10231511,34017005500i2477,33,f,34017005500h237,5,34027042600w925,-74.0867737711585,40.7035175874622,1227731
10231512,34017005500i429,5,m,34017005500h237,5,34017001800s1,-74.0867737711585,40.7035175874622,1227731
1283991,36005043000i808,10,f,36005043000h354,5,36005000400s0,-73.84860517247209,40.893333663221995,794106
1283992,36005043000i639,52,f,36005043000h354,5,36119004900w17,-73.84860517247209,40.893333663221995,794106
1283993,36005043000i2431,43,m,36005043000h354,5,36005043000h354,-73.84860517247209,40.893333663221995,794106
1283994,36005043000i2075,16,m,36005043000h354,5,36005001600s10,-73.84860517247209,40.893333663221995,794106
1283995,36005043000i1926,51,f,36005043000h354,5,36119010701w137,-73.84860517247209,40.893333663221995,794106
7496209,36081094700i1747,26,m,36081094700h637,0,36081094700h637,-73.8391199973991,40.783228677743395,698614
7496210,36081094700i1185,65,m,36081094700h637,0,36047000900w12341,-73.8391199973991,40.783228677743395,698614
7496211,36081094700i1181,64,f,36081094700h637,0,36061006200w1037,-73.8391199973991,40.783228677743395,698614
7707653,36081119100i3138,4,m,36081119100h713,0,36103159506s3,-73.80459533848371,40.7559035549264,798486
7707654,36081119100i1223,71,m,36081119100h713,0,36081119100w15,-73.80459533848371,40.7559035549264,798486
7707655,36081119100i1337,62,f,36081119100h713,0,36081087100w360,-73.80459533848371,40.7559035549264,798486
1659,36005000200i494,12,f,36005000200h305,5,36005029302s1,-73.8559321871516,40.8098007927382,66382
1660,36005000200i497,13,f,36005000200h305,5,36005029302s1,-73.8559321871516,40.8098007927382,66382
1661,36005000200i447,56,f,36005000200h305,5,36005000200h305,-73.8559321871516,40.8098007927382,66382
1662,36005000200i4059,35,f,36005000200h305,5,36081126500w29,-73.8559321871516,40.8098007927382,66382
2126104,36047027800i2267,2,m,36047027800h790,1,36047121400d0,-73.9999996901108,40.6066392556931,662734
2126105,36047027800i1427,46,f,36047027800h790,1,36061002100w2282,-73.9999996901108,40.6066392556931,662734
2126106,36047027800i2272,10,m,36047027800h790,1,36081077500s0,-73.9999996901108,40.6066392556931,662734
2126107,36047027800i1135,42,m,36047027800h790,1,36047027800h790,-73.9999996901108,40.6066392556931,662734
2126108,36047027800i2710,9,f,36047027800h790,1,36081077500s0,-73.9999996901108,40.6066392556931,662734
6335728,36081027700i7695,22,m,36081027700h2443,0,36081027700h2443,-73.8774204058683,40.75352889614771,779352
6335729,36081027700i4843,51,f,36081027700h2443,0,36103159106w158,-73.8774204058683,40.75352889614771,779352
6335730,36081027700i4301,45,m,36081027700h2443,0,36081027700h2443,-73.8774204058683,40.75352889614771,779352
6335731,36081027700i7380,3,f,36081027700h2443,0,36005003900d1,-73.8774204058683,40.75352889614771,779352
10577531,34017016600i1790,41,f,34017016600h938,0,34017016600h938,-74.027014619699,40.773757568511,330552
10577532,34017016600i1242,39,m,34017016600h938,0,34017016600h938,-74.027014619699,40.773757568511,330552
10577533,34017016600i3362,27,f,34017016600h938,0,34017016600h938,-74.027014619699,40.773757568511,330552
5847012,36081006501i1155,13,m,36081006501h1032,1,36081015100s0,-73.9189575842573,40.7658059093466,781763
5847013,36081006501i1055,29,m,36081006501h1032,1,36081006501h1032,-73.9189575842573,40.7658059093466,781763
5847014,36081006501i1190,28,f,36081006501h1032,1,36061003700w777,-73.9189575842573,40.7658059093466,781763
6127654,36081018700i529,71,m,36081018700h161,8,36081018700h161,-73.92009728761609,40.736133978402904,690090
6337671,36081027700i751,13,f,36081027700h724,5,36081033900s0,-73.87803174698969,40.7544673423696,694667
6337672,36081027700i758,12,f,36081027700h724,5,36081033900s0,-73.87803174698969,40.7544673423696,694667
6337673,36081027700i748,12,f,36081027700h724,5,36081033900s0,-73.87803174698969,40.7544673423696,694667
6337674,36081027700i867,34,f,36081027700h724,5,36081027700h724,-73.87803174698969,40.7544673423696,694667
6337675,36081027700i5722,35,m,36081027700h724,5,36081027700h724,-73.87803174698969,40.7544673423696,694667
5408972,36061023000i4121,29,f,36061023000h2582,1,34017020100w97,-73.94231191354869,40.8188607667597,1252305
5408973,36061023000i2494,30,m,36061023000h2582,1,36061023000h2582,-73.94231191354869,40.8188607667597,1252305
5408974,36061023000i3630,12,m,36061023000h2582,1,36061023000s0,-73.94231191354869,40.8188607667597,1252305
5408975,36061023000i3628,11,f,36061023000h2582,1,36061023200s1,-73.94231191354869,40.8188607667597,1252305
5408976,36061023000i3625,7,f,36061023000h2582,1,36061023200s1,-73.94231191354869,40.8188607667597,1252305
9174626,34003037100i3586,72,f,34003037100h1695,0,34003037100h1695,-74.01403236097299,40.9463581290768,31112
9174627,34003037100i4535,59,f,34003037100h1695,0,34003017200w196,-74.01403236097299,40.9463581290768,31112
9174628,34003037100i3554,79,m,34003037100h1695,0,34003044202w460,-74.01403236097299,40.9463581290768,31112
11167251,34039030702i7073,44,f,34039030702h1633,1,34039030702h1633,-74.2228311130749,40.653637261947,63159
11167252,34039030702i2432,64,m,34039030702h1633,1,34039030702h1633,-74.2228311130749,40.653637261947,63159
11167253,34039030702i2915,65,f,34039030702h1633,1,34039030702h1633,-74.2228311130749,40.653637261947,63159
10191882,34017004200i3929,79,f,34017004200h1120,1,34039039300w207,-74.08203488675841,40.719369300653895,1227427
10191883,34017004200i2019,61,f,34017004200h1120,1,34017004200h1120,-74.08203488675841,40.719369300653895,1227427
10191884,34017004200i3263,17,f,34017004200h1120,1,34017000100s1,-74.08203488675841,40.719369300653895,1227427
10191885,34017004200i3250,17,m,34017004200h1120,1,34017000100s1,-74.08203488675841,40.719369300653895,1227427
10191886,34017004200i3209,17,f,34017004200h1120,1,34017000100s1,-74.08203488675841,40.719369300653895,1227427
10191887,34017004200i1285,66,m,34017004200h1120,1,34017002000w400,-74.08203488675841,40.719369300653895,1227427
948733,36005033600i3387,10,f,36005033600h1822,3,36005000400s0,-73.86915335007879,40.8663936527734,657129
948734,36005033600i5758,2,f,36005033600h1822,3,36005033600h1822,-73.86915335007879,40.8663936527734,657129
948735,36005033600i6071,6,m,36005033600h1822,3,36005000400s0,-73.86915335007879,40.8663936527734,657129
948736,36005033600i1296,60,m,36005033600h1822,3,36005033600h1822,-73.86915335007879,40.8663936527734,657129
261046,36005009600i577,51,f,36005009600h280,4,36005009600h280,-73.8419000321122,40.8387984918896,413380
11246606,34039032001i1002,29,m,34039032001h1013,2,34039032100w50,-74.2328507013007,40.6642774081587,649343
11246607,34039032001i4735,20,m,34039032001h1013,2,36061010400w1740,-74.2328507013007,40.6642774081587,649343
6574455,36081040300i5390,46,f,36081040300h400,3,36081040300h400,-73.8593574781414,40.7518762776497,468244
6574456,36081040300i6113,7,f,36081040300h400,3,36071015006s0,-73.8593574781414,40.7518762776497,468244
6574457,36081040300i5092,37,f,36081040300h400,3,36081040300h400,-73.8593574781414,40.7518762776497,468244
6574458,36081040300i1007,12,m,36081040300h400,3,36081023600s0,-73.8593574781414,40.7518762776497,468244
6574459,36081040300i1022,10,m,36081040300h400,3,36071015006s0,-73.8593574781414,40.7518762776497,468244
6574460,36081040300i1023,14,f,36081040300h400,3,36005040900s4,-73.8593574781414,40.7518762776497,468244
6574461,36081040300i166,35,m,36081040300h400,3,36061011300w1447,-73.8593574781414,40.7518762776497,468244
6574462,36081040300i5133,88,m,36081040300h400,3,36061010900w1980,-73.8593574781414,40.7518762776497,468244
1356615,36005046201i11368,33,m,36005046201h9971,0,36005046201h9971,-73.83037706390701,40.8658143324431,1246118
1356616,36005046201i15310,39,f,36005046201h9971,0,36005046201h9971,-73.83037706390701,40.8658143324431,1246118
1356617,36005046201i22216,74,f,36005046201h9971,0,36061019600w122,-73.83037706390701,40.8658143324431,1246118
7549067,36081099704i5535,44,m,36081099704h3586,0,36081099704h3586,-73.7826283189417,40.787662368853,466113
7549068,36081099704i5731,44,f,36081099704h3586,0,36081051700w68,-73.7826283189417,40.787662368853,466113
7549069,36081099704i6426,85,f,36081099704h3586,0,36081020500w404,-73.7826283189417,40.787662368853,466113
2698008,36047045200i1559,68,f,36047045200h640,0,36047076800w119,-73.9699178839026,40.621262453281496,663399
2698009,36047045200i823,77,m,36047045200h640,0,36047096800w21,-73.9699178839026,40.621262453281496,663399
2698010,36047045200i2582,30,f,36047045200h640,0,36047087200w44,-73.9699178839026,40.621262453281496,663399
2698011,36047045200i2403,62,f,36047045200h640,0,36047045200h640,-73.9699178839026,40.621262453281496,663399
2698012,36047045200i2144,16,m,36047045200h640,0,36061002900s1,-73.9699178839026,40.621262453281496,663399
1882350,36047020700i254,62,f,36047020700h218,9,36047022800w12,-73.9671050156646,40.673943320222,769449
8940528,34003017500i2746,73,f,34003017500h1468,1,34003017500h1468,-74.094627346154,40.9244441489641,321324
8940529,34003017500i5731,19,m,34003017500h1468,1,34003017500h1468,-74.094627346154,40.9244441489641,321324
8940530,34003017500i2607,65,m,34003017500h1468,1,34031246300w442,-74.094627346154,40.9244441489641,321324
10256788,34017006100i3347,5,f,34017006100h1459,1,34017001202s0,-74.0996776120963,40.696397864169896,1095930
10256789,34017006100i1548,29,m,34017006100h1459,1,34017006100h1459,-74.0996776120963,40.696397864169896,1095930
10256790,34017006100i2590,20,f,34017006100h1459,1,34017004800w5,-74.0996776120963,40.696397864169896,1095930
11089453,34031223802i3161,37,f,34031223802h1596,1,34031183200w522,-74.2123563571205,40.9056382132833,640746
11089454,34031223802i2938,49,m,34031223802h1596,1,34031223802h1596,-74.2123563571205,40.9056382132833,640746
11089455,34031223802i5424,2,f,34031223802h1596,1,34031264102d2,-74.2123563571205,40.9056382132833,640746
5964295,36081012000i1438,45,m,36081012000h425,1,36081015802w6,-73.8276096582908,40.6932511683382,1259240
5964296,36081012000i1608,17,f,36081012000h425,1,36081141700s1,-73.8276096582908,40.6932511683382,1259240
5964297,36081012000i789,52,m,36081012000h425,1,36081002400w9,-73.8276096582908,40.6932511683382,1259240
5964298,36081012000i912,48,f,36081012000h425,1,36081012000h425,-73.8276096582908,40.6932511683382,1259240
7469754,36081093800i2964,37,f,36081093800h1961,0,36081093800h1961,-73.8355188548085,40.5826164498389,692254
7469755,36081093800i2625,39,m,36081093800h1961,0,36081093800h1961,-73.8355188548085,40.5826164498389,692254
7469756,36081093800i4752,40,f,36081093800h1961,0,36103112206w1889,-73.8355188548085,40.5826164498389,692254
7598276,36081102900i3070,40,m,36081102900h685,1,36081013800w23,-73.81268655878671,40.785934891364796,777424
7598277,36081102900i2761,89,m,36081102900h685,1,36081102900h685,-73.81268655878671,40.785934891364796,777424
7598278,36081102900i3008,2,m,36081102900h685,1,36103135401d1,-73.81268655878671,40.785934891364796,777424
7598279,36081102900i973,72,f,36081102900h685,1,36081102900h685,-73.81268655878671,40.785934891364796,777424
7598280,36081102900i1003,69,m,36081102900h685,1,36081102900h685,-73.81268655878671,40.785934891364796,777424
9002038,34003021100i826,20,f,34003021100h754,5,34017019900w908,-74.1076172038097,40.88329203725729,28800
9002039,34003021100i5461,52,f,34003021100h754,5,34003054500w450,-74.1076172038097,40.88329203725729,28800
9002040,34003021100i751,9,m,34003021100h754,5,34013003800s1,-74.1076172038097,40.88329203725729,28800
9002041,34003021100i760,7,m,34003021100h754,5,34013003800s1,-74.1076172038097,40.88329203725729,28800
2747820,36047048200i4387,15,m,36047048200h1161,1,36061031703s0,-73.96768469615479,40.63543587435029,425331
2747821,36047048200i1680,54,m,36047048200h1161,1,36047048200h1161,-73.96768469615479,40.63543587435029,425331
2747822,36047048200i2252,9,m,36047048200h1161,1,36081044302s0,-73.96768469615479,40.63543587435029,425331
2747823,36047048200i2229,6,f,36047048200h1161,1,36081044302s0,-73.96768469615479,40.63543587435029,425331
2747824,36047048200i1862,50,f,36047048200h1161,1,36047048200h1161,-73.96768469615479,40.63543587435029,425331
9014359,34003021400i1691,87,f,34003021400h150,10,34003021400h150,-74.0965286749952,40.878484168255,599116
2256873,36047031702i892,77,f,36047031702h54,10,36047031702h54,-73.9520204846618,40.672626528860995,765280
6726440,36081046600i1530,46,f,36081046600h962,1,36061011201w428,-73.7836633988331,40.715496776999004,780903
6726441,36081046600i2641,28,f,36081046600h962,1,36081046600h962,-73.7836633988331,40.715496776999004,780903
6726442,36081046600i1314,49,m,36081046600h962,1,36081001900w952,-73.7836633988331,40.715496776999004,780903
6726443,36081046600i2232,5,m,36081046600h962,1,36103158010s0,-73.7836633988331,40.715496776999004,780903
9020386,34003021500i474,45,f,34003021500h526,5,34003021500h526,-74.09736260709958,40.8719583641291,802322
9020387,34003021500i3940,25,f,34003021500h526,5,34003021500h526,-74.09736260709958,40.8719583641291,802322
9020388,34003021500i179,2,f,34003021500h526,5,34003021500h526,-74.09736260709958,40.8719583641291,802322
9154744,34003031400i1836,74,f,34003031400h170,10,34003031400h170,-74.12804544582309,40.8000023195559,749157
10801942,34031124900i4661,62,m,34031124900h1198,0,34031124900h1198,-74.14075841088821,40.8702031175147,638869
10801943,34031124900i4120,23,m,34031124900h1198,0,34017007700w269,-74.14075841088821,40.8702031175147,638869
10801944,34031124900i4092,11,f,34031124900h1198,0,34003060000s1,-74.14075841088821,40.8702031175147,638869
10801945,34031124900i2303,59,m,34031124900h1198,0,34031124900h1198,-74.14075841088821,40.8702031175147,638869
10801946,34031124900i2546,62,f,34031124900h1198,0,34031124311w54,-74.14075841088821,40.8702031175147,638869
10801947,34031124900i4072,0,m,34031124900h1198,0,34003021200d1,-74.14075841088821,40.8702031175147,638869
4246435,36061002602i272,51,f,36061002602h212,9,36061008700w378,-73.978397284622,40.723887728981296,1253926
8550745,36119004700i909,53,m,36119004700h343,1,36119004700w59,-73.8286904387112,40.934930783488795,541548
8550746,36119004700i1108,11,m,36119004700h343,1,36005028100s1,-73.8286904387112,40.934930783488795,541548
8550747,36119004700i1106,10,f,36119004700h343,1,36005028100s1,-73.8286904387112,40.934930783488795,541548
8550748,36119004700i1104,7,m,36119004700h343,1,36005028100s1,-73.8286904387112,40.934930783488795,541548
8550749,36119004700i918,50,f,36119004700h343,1,36061003900w1069,-73.8286904387112,40.934930783488795,541548
5791354,36081004700i3808,70,f,36081004700h1682,0,36059411700w239,-73.9310380828487,40.759317544465,779670
5791355,36081004700i2991,39,f,36081004700h1682,0,36061002100w2221,-73.9310380828487,40.759317544465,779670
5791356,36081004700i2237,33,m,36081004700h1682,0,36081004700h1682,-73.9310380828487,40.759317544465,779670
5791357,36081004700i3948,2,m,36081004700h1682,0,36005000400d0,-73.9310380828487,40.759317544465,779670
5791358,36081004700i3752,88,f,36081004700h1682,0,36081000100w487,-73.9310380828487,40.759317544465,779670
5791359,36081004700i3751,47,f,36081004700h1682,0,36061012200w198,-73.9310380828487,40.759317544465,779670
7267290,36081077904i2251,15,f,36081077904h1058,1,36081077908s2,-73.81752623398809,40.721795399489004,693617
7267291,36081077904i2250,1,f,36081077904h1058,1,36081125700d0,-73.81752623398809,40.721795399489004,693617
7267292,36081077904i5477,9,m,36081077904h1058,1,36005022200s2,-73.81752623398809,40.721795399489004,693617
7267293,36081077904i5452,35,f,36081077904h1058,1,36081090700w413,-73.81752623398809,40.721795399489004,693617
7267294,36081077904i1886,35,f,36081077904h1058,1,36061002900w1792,-73.81752623398809,40.721795399489004,693617
7267295,36081077904i1464,49,m,36081077904h1058,1,36081077904h1058,-73.81752623398809,40.721795399489004,693617
7267296,36081077904i5251,40,m,36081077904h1058,1,36061009600w2052,-73.81752623398809,40.721795399489004,693617
2942768,36047053000i492,38,f,36047053000h352,5,36047053000h352,-73.96342114641091,40.625893147872404,795662
2942769,36047053000i3027,44,f,36047053000h352,5,36005042100w1034,-73.96342114641091,40.625893147872404,795662
2942770,36047053000i2812,39,m,36047053000h352,5,36047060000w39,-73.96342114641091,40.625893147872404,795662
2942771,36047053000i355,4,m,36047053000h352,5,36081093800s1,-73.96342114641091,40.625893147872404,795662
9280991,34003046300i3833,39,f,34003046300h753,4,34003021200w118,-74.0234799810241,40.8612978076031,592696
9280992,34003046300i4358,27,f,34003046300h753,4,34017016400w116,-74.0234799810241,40.8612978076031,592696
9280993,34003046300i1034,48,f,34003046300h753,4,34003033100w27,-74.0234799810241,40.8612978076031,592696
7462005,36081093401i718,43,f,36081093401h579,4,36081093401h579,-73.8453858467793,40.574995522453605,698705
7462006,36081093401i3734,68,m,36081093401h579,4,36061003300w2501,-73.8453858467793,40.574995522453605,698705
3224460,36047068800i465,8,m,36047068800h259,3,36081100801s0,-73.9200272567702,40.618375713383,796322
3224461,36047068800i101,41,m,36047068800h259,3,36047003700w2181,-73.9200272567702,40.618375713383,796322
3224462,36047068800i1490,62,f,36047068800h259,3,36047068800h259,-73.9200272567702,40.618375713383,796322
3958402,36059404400i1850,61,m,36059404400h1008,1,36119981000w542,-73.710861766082,40.7219034312265,680018
3958403,36059404400i2139,56,f,36059404400h1008,1,36059404400h1008,-73.710861766082,40.7219034312265,680018
3958404,36059404400i3257,13,m,36059404400h1008,1,36081157902s1,-73.710861766082,40.7219034312265,680018
2653933,36047043700i496,17,m,36047043700h345,5,36081017900s4,-73.9111042127077,40.6934983703613,802685
2653934,36047043700i522,53,f,36047043700h345,5,36047043700h345,-73.9111042127077,40.6934983703613,802685
2653935,36047043700i4142,0,f,36047043700h345,5,36047043700h345,-73.9111042127077,40.6934983703613,802685
