Id,HmID,WrkID,Sex,Age,Grp
36047023100i2500,36047023100h1457,36047023100h1457,f,67,inGrp
36047023100i2499,36047023100h1457,36047023100h1457,m,29,inGrp
36047023100i2503,36047023100h1457,36061023801w172,f,88,inGrp
36047023100i2506,36047023100h1457,36047023100h1457,f,21,inGrp
36047023100i2502,36047023100h1457,34031264102w244,m,58,inGrp
36047023100i2509,36047023100h1457,36047021100w28,m,31,inGrp
36047023100i2507,36047023100h1457,36047023100h1457,m,48,inGrp
36047091600i511,36047091600h438,36047091600h438,f,36,inGrp
36047091600i3351,36047091600h438,36081033402s3,f,5,inGrp
36047091600i4062,36047091600h438,36047091600w10,m,26,inGrp
36047091600i274,36047091600h438,36081033402s2,f,5,inGrp
36047091600i3541,36047091600h438,36081033402s3,f,11,inGrp
36047091600i3850,36047091600h438,36047091600h438,f,44,inGrp
36047091600i3416,36047091600h438,36047091600h438,m,62,inGrp
36081112900i691,36081112900h426,36081112900h426,f,48,inGrp
36081112900i525,36081112900h426,36081112900h426,m,43,inGrp
36081112900i1976,36081112900h426,36081112900h426,m,1,inGrp
36081112900i704,36081112900h426,36059301800s3,m,13,inGrp
36081112900i654,36081112900h426,36081112900h426,m,4,inGrp
34031223802i4904,34031223802h2432,34003011400w363,m,46,inGrp
34031223802i5047,34031223802h2432,34031223802h2432,f,41,inGrp
36081012000i291,36081012000h120,36081141700s1,m,17,inGrp
36081012000i168,36081012000h120,36081012000h120,f,59,inGrp
36081012000i1977,36081012000h120,36081012000h120,f,22,inGrp
36081012000i1692,36081012000h120,36081071701w220,m,18,inGrp
36081012000i2340,36081012000h120,36081012000h120,f,24,inGrp
36081012000i271,36081012000h120,36081141700s1,f,17,inGrp
34039032001i12,34039032001h91,34039032001h91,f,54,inGrp
34031175402i117,34031175402h90,34031175802w170,f,20,inGrp
36047031300i2298,36047031300h1841,36047029700w8,m,49,inGrp
36047031300i4388,36047031300h1841,36047031300h1841,m,33,inGrp
36047031300i4043,36047031300h1841,36047034100d0,f,2,inGrp
36047031300i2856,36047031300h1841,36047000900w7385,f,50,inGrp
36061011500i106,36061011500h305,36061011500h305,m,34,inGrp
34017010600i4930,34017010600h2729,36061003100w2292,f,46,inGrp
34017010600i6025,34017010600h2729,34017010600h2729,f,83,inGrp
34017010600i4611,34017010600h2729,34017007500w93,m,41,inGrp
34017010600i5920,34017010600h2729,34017010600h2729,f,29,inGrp
36005040701i1059,36005040701h878,36061005400w773,m,40,inGrp
36005040701i1496,36005040701h878,36005040701h878,f,44,inGrp
36005040701i3328,36005040701h878,36047052500w142,m,53,inGrp
36005040701i2062,36005040701h878,36005000400s0,m,11,inGrp
36005040701i2063,36005040701h878,36005000400s0,m,7,inGrp
36081015100i2742,36081015100h1036,36061015700w115,f,57,inGrp
36081015100i2295,36081015100h1036,36081015100h1036,m,37,inGrp
36081015100i1819,36081015100h1036,36081015100h1036,m,29,inGrp
36081015100i1818,36081015100h1036,36061004900w357,m,18,inGrp
36005030000i4649,36005030000h1379,36059404901w230,f,21,inGrp
36005030000i1793,36005030000h1379,36005000400d0,m,0,inGrp
36005030000i1090,36005030000h1379,36005030000h1379,m,39,inGrp
36005025300i6222,36005025300h1423,36005001600s10,m,16,inGrp
36005025300i2897,36005025300h1423,36005025300h1423,f,30,inGrp
36005025300i1500,36005025300h1423,36047000900w9569,m,31,inGrp
36005025300i3408,36005025300h1423,36005000400d0,m,3,inGrp
36059411100i3895,36059411100h781,36059411100h781,f,48,inGrp
36059411100i460,36059411100h781,36059411100h781,m,46,inGrp
36059411100i3988,36059411100h781,36059411100h781,f,76,inGrp
36059411100i3177,36059411100h781,36059411100h781,m,20,inGrp
36081046700i1561,36081046700h1164,36081046700h1164,m,48,inGrp
36081046700i6373,36081046700h1164,36081046700h1164,m,37,inGrp
36081046700i5615,36081046700h1164,36081046700h1164,f,81,inGrp
36081046700i3406,36081046700h1164,36081046700h1164,m,9,inGrp
36081046700i5433,36081046700h1164,36081046700h1164,m,56,inGrp
36081046700i5168,36081046700h1164,36005007100w80,m,32,inGrp
36081046700i2105,36081046700h1164,36081046700h1164,f,51,inGrp
36005027402i2052,36005027402h1131,36005027402h1131,m,49,inGrp
36005027402i1938,36005027402h1131,36061005800w1082,f,53,inGrp
36047007400i1143,36047007400h841,36047007400h841,m,28,inGrp
36047007400i2288,36047007400h841,36047023200s4,m,13,inGrp
36047007400i3825,36047007400h841,36047016700s2,m,6,inGrp
36047007400i2279,36047007400h841,36047003400s0,m,14,inGrp
36047007400i5236,36047007400h841,36047007400h841,m,28,inGrp
36047007400i3293,36047007400h841,36047007400h841,m,28,inGrp
36047007400i4292,36047007400h841,36047012100w96,m,26,inGrp
36047007400i1676,36047007400h841,36061009000w273,f,23,inGrp
36047024000i3759,36047024000h1379,36047024000h1379,f,57,inGrp
36047024000i3390,36047024000h1379,36047152200d2,m,1,inGrp
36047024000i3755,36047024000h1379,36047023200w147,f,64,inGrp
36047024000i3369,36047024000h1379,36047023800s0,m,12,inGrp
36047024000i3793,36047024000h1379,36047012100w109,f,58,inGrp
36047024000i3772,36047024000h1379,36061010300w614,f,71,inGrp
36119007200i730,36119007200h885,36119007200h885,m,31,inGrp
36081109300i853,36081109300h429,36081109300h429,f,45,inGrp
36081109300i2540,36081109300h429,36081109300h429,f,42,inGrp
36081109300i656,36081109300h429,36081109300h429,m,56,inGrp
36081109300i1336,36081109300h429,36005021601s2,f,5,inGrp
36081109300i1348,36081109300h429,36081109300h429,m,3,inGrp
36005023704i2940,36005023704h282,36005023704h282,m,43,inGrp
36005023704i238,36005023704h282,36005000400s0,m,8,inGrp
36005023704i2352,36005023704h282,36005014300w3,m,59,inGrp
36005023704i370,36005023704h282,36005023704h282,f,29,inGrp
36047023200i2823,36047023200h915,36047023200h915,f,38,inGrp
36047023200i2916,36047023200h915,36005009000w155,m,49,inGrp
36047023200i2284,36047023200h915,36047152200d0,f,2,inGrp
34017018200i3968,34017018200h838,34017018200h838,m,62,inGrp
34017018200i983,34017018200h838,34017017300s0,m,12,inGrp
34017018200i996,34017018200h838,34017007500s0,m,4,inGrp
34017018200i1016,34017018200h838,34017018200h838,f,30,inGrp
34017018200i4045,34017018200h838,34017018200h838,f,32,inGrp
36005036700i468,36005036700h221,36005000400s0,f,11,inGrp
36005036700i2382,36005036700h221,36005036700h221,m,18,inGrp
36005036700i507,36005036700h221,36005036700h221,f,43,inGrp
34031246104i681,34031246104h666,34031246102w3,f,48,inGrp
34031246104i784,34031246104h666,34031246101s1,m,7,inGrp
34031246104i795,34031246104h666,34031246101s0,m,12,inGrp
34031246104i498,34031246104h666,34031246104h666,m,59,inGrp
36061021400i931,36061021400h1060,36061021400h1060,m,28,inGrp
36061022500i8766,36061022500h3361,36061021303s1,f,11,inGrp
36061022500i5698,36061022500h3361,36061001800w96,f,65,inGrp
36061022500i8076,36061022500h3361,36047000900w12157,m,38,inGrp
36061022500i5722,36061022500h3361,36061022500h3361,f,73,inGrp
34031203600i826,34031203600h434,34031203600h434,f,35,inGrp
34031203600i911,34031203600h434,34031203600d0,f,3,inGrp
34031203600i909,34031203600h434,34031203600d0,m,0,inGrp
34031203600i4950,34031203600h434,34003015500w11,m,59,inGrp
34031203600i906,34031203600h434,34031203600d0,m,1,inGrp
34039033500i6430,34039033500h1958,34039033500h1958,m,59,inGrp
34039033500i3925,34039033500h1958,34039033500h1958,f,67,inGrp
34039033500i3258,34039033500h1958,34039033500h1958,m,77,inGrp
34013000200i1113,34013000200h821,34039039800w468,f,31,inGrp
34013000200i2762,34013000200h821,34013000200h821,m,35,inGrp
34013000200i2598,34013000200h821,34013000200h821,f,39,inGrp
34013000200i953,34013000200h821,34013000200h821,m,25,inGrp
34013000200i2136,34013000200h821,34039032300w214,m,42,inGrp
34013000200i2903,34013000200h821,34013000200h821,m,4,inGrp
34013000200i1383,34013000200h821,34013000200h821,m,8,inGrp
34013000200i1392,34013000200h821,34013000200h821,f,5,inGrp
36047054500i4319,36047054500h1625,36047018700s1,f,8,inGrp
36047054500i2896,36047054500h1625,36047021100s0,f,4,inGrp
36047054500i3226,36047054500h1625,36047054500h1625,m,38,inGrp
36047054500i6466,36047054500h1625,36047018700s1,m,8,inGrp
36047054500i3904,36047054500h1625,36047054500h1625,f,26,inGrp
34003042301i1897,34003042301h1080,34003042301h1080,m,64,inGrp
34003042301i2196,34003042301h1080,34003042301h1080,f,52,inGrp
36047040400i1683,36047040400h519,36081054500s0,m,7,inGrp
36047040400i1928,36047040400h519,36047040400h519,f,41,inGrp
36047040400i863,36047040400h519,36047040400h519,f,42,inGrp
36047040400i1687,36047040400h519,36081054500s0,m,4,inGrp
36047040400i819,36047040400h519,36047040400h519,m,42,inGrp
36061014500i2221,36061014500h1761,36061014500w518,f,24,inGrp
36061014500i4049,36061014500h1761,36061013500s2,m,7,inGrp
36061014500i4051,36061014500h1761,36061014900d4,f,3,inGrp
36061014500i2307,36061014500h1761,36061014500h1761,m,34,inGrp
36061014500i4056,36061014500h1761,36061014900d4,f,0,inGrp
36005040600i925,36005040600h869,36005040600h869,m,63,inGrp
36005040600i3355,36005040600h869,36005000400s0,f,6,inGrp
36005040600i1576,36005040600h869,36005034000w41,f,68,inGrp
36061023400i2702,36061023400h1737,36061023400h1737,m,78,inGrp
36061023400i4221,36061023400h1737,36005013500s6,f,17,inGrp
36061023400i2689,36061023400h1737,36047000900w6356,m,84,inGrp
36061017900i4359,36061017900h3177,36061016900w52,f,18,inGrp
36061017900i5320,36061017900h3177,36061017700d4,m,1,inGrp
36061017900i3905,36061017900h3177,36061005400w757,m,22,inGrp
36061017900i5300,36061017900h3177,36061017700d4,m,3,inGrp
36081025800i1285,36081025800h401,36081025800h401,f,12,inGrp
36081025800i841,36081025800h401,36061003300w1636,f,73,inGrp
36081025800i1665,36081025800h401,36081025800h401,m,16,inGrp
36081025800i389,36081025800h401,36081025800h401,m,70,inGrp
36081088901i4420,36081088901h3087,36081088901h3087,m,58,inGrp
36081088901i9786,36081088901h3087,36005022200s2,f,11,inGrp
36081088901i9597,36081088901h3087,36081088901h3087,m,35,inGrp
36081088901i5073,36081088901h3087,36061010400w660,f,63,inGrp
36119003600i2203,36119003600h1169,36119003600h1169,f,52,inGrp
36119003600i3090,36119003600h1169,36005046201s6,f,8,inGrp
36119003600i1398,36119003600h1169,36081046200w252,m,49,inGrp
36005040900i3428,36005040900h1134,36005029302w28,m,78,inGrp
36005040900i1500,36005040900h1134,36061011401w429,m,49,inGrp
36005040900i3300,36005040900h1134,36119003300w110,m,22,inGrp
36005040900i1930,36005040900h1134,36081041400w49,f,38,inGrp
36005040900i3294,36005040900h1134,36005043100w95,f,18,inGrp
36047061004i2172,36047061004h1852,36047061004h1852,f,63,inGrp
36047061004i6232,36047061004h1852,36047061004h1852,m,84,inGrp
36047061004i1573,36047061004h1852,36085014606w52,m,55,inGrp
36119005300i1262,36119005300h900,36061010400w1137,m,55,inGrp
36119005300i1689,36119005300h900,36119005300h900,f,58,inGrp
36119005300i2135,36119005300h900,36119006600s1,f,14,inGrp
36119005300i4098,36119005300h900,36119005300h900,f,53,inGrp
34031124401i6471,34031124401h1270,34031124321w152,f,50,inGrp
34031124401i2871,34031124401h1270,34013013600s1,f,5,inGrp
34031124401i2115,34031124401h1270,34031124401h1270,f,35,inGrp
34031124401i1699,34031124401h1270,34031124401h1270,m,30,inGrp
34031124401i2868,34031124401h1270,34013013400d2,m,2,inGrp
34031124401i2858,34031124401h1270,34013013400d2,f,3,inGrp
36081086400i822,36081086400h500,36081086400h500,m,63,inGrp
36081086400i931,36081086400h500,36081086400h500,f,69,inGrp
36005021501i966,36005021501h417,36005021501h417,f,58,inGrp
36005021501i1223,36005021501h417,36005001600s10,f,14,inGrp
36005021501i1218,36005021501h417,36005001600s10,f,17,inGrp
36081138501i3675,36081138501h877,36005000400d0,f,0,inGrp
36081138501i1891,36081138501h877,36081138501h877,m,45,inGrp
36081138501i4737,36081138501h877,36005000400s0,m,4,inGrp
36081138501i1997,36081138501h877,36081150701w26,f,40,inGrp
34017000902i421,34017000902h1056,34017001100s2,m,4,inGrp
34017000902i420,34017000902h1056,34017001100s2,f,11,inGrp
34017000902i412,34017000902h1056,34017017000s1,m,14,inGrp
34017000902i860,34017000902h1056,34017000902h1056,f,29,inGrp
36047114400i2108,36047114400h225,36047114400h225,f,35,inGrp
36047114400i340,36047114400h225,36047113400d2,m,3,inGrp
36047114400i403,36047114400h225,36047114400h225,f,25,inGrp
36081040900i4986,36081040900h233,36119002600w371,m,21,inGrp
36081040900i2945,36081040900h233,36081040900h233,m,60,inGrp
36081040900i4068,36081040900h233,36081040900h233,m,33,inGrp
36081040900i4650,36081040900h233,36061005200w868,f,21,inGrp
36081040900i540,36081040900h233,36081040900h233,f,26,inGrp
36061013600i14355,36061013600h8684,36061013600h8684,f,32,inGrp
36061013600i14331,36061013600h8684,36061013600h8684,f,28,inGrp
36061013600i14340,36061013600h8684,36061013600h8684,f,35,inGrp
36047011600i1897,36047011600h833,36047011600h833,f,18,inGrp
36047011600i4566,36047011600h833,36047003300s0,m,16,inGrp
36047011600i2695,36047011600h833,36061000800d3,f,3,inGrp
36047011600i4426,36047011600h833,36061011100w397,f,21,inGrp
36047011600i1681,36047011600h833,36061000900w1264,m,23,inGrp
36005022500i3995,36005022500h1925,36081156700w144,f,41,inGrp
36005022500i3000,36005022500h1925,36005022500h1925,m,39,inGrp
36005022500i5118,36005022500h1925,36005022500h1925,m,46,inGrp
36005022500i7116,36005022500h1925,36061009200w1536,m,47,inGrp
34003030400i687,34003030400h819,34003030400h819,m,63,inGrp
36081109900i960,36081109900h597,36081042400w1,m,51,inGrp
36081109900i1836,36081109900h597,36081109900h597,f,4,inGrp
36081109900i2601,36081109900h597,36081109900h597,f,74,inGrp
36081109900i1004,36081109900h597,36081109900h597,f,45,inGrp
34017014800i1121,34017014800h883,34017014800h883,f,0,inGrp
34017014800i1168,34017014800h883,34017014800h883,f,35,inGrp
36047029500i2075,36047029500h1388,36047029500h1388,m,41,inGrp
36047029500i2072,36047029500h1388,36047029500h1388,m,42,inGrp
36061030900i4374,36061030900h3113,36061011800w157,m,43,inGrp
36061030900i5583,36061030900h3113,36119001503w47,f,39,inGrp
36061030900i6626,36061030900h3113,36061029900s4,m,12,inGrp
36061030900i8396,36061030900h3113,36061030900h3113,f,28,inGrp
36081086300i3785,36081086300h2151,36081086300h2151,m,29,inGrp
36081086300i7189,36081086300h2151,36081086300h2151,m,44,inGrp
36081086300i3809,36081086300h2151,36081086300h2151,f,34,inGrp
36047055400i1008,36047055400h897,36047055400h897,m,43,inGrp
36047055400i1284,36047055400h897,36047003300w276,f,49,inGrp
36047055400i1564,36047055400h897,36047042000s0,m,9,inGrp
36047055400i3563,36047055400h897,36047023200w186,m,35,inGrp
36119007300i1773,36119007300h1076,36119007300h1076,m,66,inGrp
36119007300i2060,36119007300h1076,36119007300h1076,f,66,inGrp
36081036500i700,36081036500h573,36081036500h573,m,44,inGrp
36081036500i1190,36081036500h573,36081036500h573,f,46,inGrp
36081036500i2951,36081036500h573,36081036500h573,m,46,inGrp
36081036500i1525,36081036500h573,36081036500h573,m,9,inGrp
36005006700i6477,36005006700h1338,36005006700h1338,f,44,inGrp
36005006700i5192,36005006700h1338,36005006700w19,m,58,inGrp
36005006700i3025,36005006700h1338,36047047700w23,f,26,inGrp
36081037600i3620,36081037600h1015,36081037600h1015,f,65,inGrp
36081037600i4764,36081037600h1015,36005037200s6,m,16,inGrp
36081037600i4050,36081037600h1015,36061008800w521,f,22,inGrp
36081037600i1938,36081037600h1015,36081037600h1015,f,36,inGrp
34017014600i583,34017014600h534,34017014600h534,m,58,inGrp
34017014600i1251,34017014600h534,34017019800s1,m,10,inGrp
34017014600i917,34017014600h534,34017014600w324,f,54,inGrp
34017014600i1266,34017014600h534,34017014600s0,m,15,inGrp
34017014600i1234,34017014600h534,34017019800s2,f,13,inGrp
34003057200i2279,34003057200h778,34013010500s3,m,5,inGrp
34003057200i2285,34003057200h778,34013010500s3,m,5,inGrp
34003057200i2905,34003057200h778,34003057200h778,f,25,inGrp
34003057200i1205,34003057200h778,34003023402w664,f,39,inGrp
34003057200i1156,34003057200h778,34003057200h778,m,34,inGrp
36047040600i303,36047040600h305,36047040600h305,m,30,inGrp
36081071305i368,36081071305h367,36081071305h367,f,30,inGrp
36081021400i3312,36081021400h1709,36081021400h1709,f,62,inGrp
36081021400i2918,36081021400h1709,36081021400h1709,m,59,inGrp
36081021400i4916,36081021400h1709,36081021400h1709,f,62,inGrp
36047083000i2003,36047083000h1585,36061003100w1165,m,34,inGrp
36047083000i5507,36047083000h1585,36081005400d0,m,2,inGrp
36047083000i3418,36047083000h1585,36081084000s1,m,8,inGrp
36047083000i4790,36047083000h1585,36047083000h1585,m,35,inGrp
36047083000i3414,36047083000h1585,36081084000s1,f,7,inGrp
36047083000i2749,36047083000h1585,36061003300w2083,f,25,inGrp
36047083000i4864,36047083000h1585,36047088600s2,m,12,inGrp
34017001400i2859,34017001400h997,34017002400s1,f,5,inGrp
34017001400i1737,34017001400h997,36061009500w743,f,18,inGrp
34017001400i1463,34017001400h997,34017001400h997,m,20,inGrp
34017001400i2850,34017001400h997,34017007500d1,f,2,inGrp
36005023704i2086,36005023704h885,36005000400s0,m,8,inGrp
36005023704i969,36005023704h885,36047028000w9,m,47,inGrp
36005023704i1736,36005023704h885,36005023704h885,f,41,inGrp
36005023704i2085,36005023704h885,36061016100s1,m,13,inGrp
36005023704i3297,36005023704h885,36005023704h885,f,46,inGrp
36047090600i3855,36047090600h1523,36047000900w12256,f,32,inGrp
36047090600i3612,36047090600h1523,36081049302s0,f,13,inGrp
36047090600i1904,36047090600h1523,36047090600h1523,m,88,inGrp
36047090600i2546,36047090600h1523,36047090600h1523,m,79,inGrp
36005030701i4434,36005030701h2377,36005030701h2377,f,35,inGrp
36005030701i4174,36005030701h2377,36005030701h2377,m,33,inGrp
36047029700i1065,36047029700h691,36005005100w194,f,28,inGrp
36047029700i1342,36047029700h691,36047038100s0,m,13,inGrp
36047029700i1340,36047029700h691,36047003300s0,m,14,inGrp
34013022700i1022,34013022700h1049,34013022700h1049,f,19,inGrp
34013022700i1787,34013022700h1049,34013022700h1049,f,10,inGrp
34013022700i1791,34013022700h1049,34013022700h1049,f,8,inGrp
34013022700i2553,34013022700h1049,34013022700h1049,m,18,inGrp
34013022700i1139,34013022700h1049,34031223802w147,m,23,inGrp
36081145102i2325,36081145102h290,36081145102h290,f,25,inGrp
36081145102i1756,36081145102h290,36081145102h290,m,72,inGrp
36081145102i673,36081145102h290,36005000400s0,f,4,inGrp
36081145102i335,36081145102h290,36061005600w820,f,19,inGrp
36081145102i665,36081145102h290,36005000400d0,f,1,inGrp
36081145102i698,36081145102h290,36005000400s0,m,5,inGrp
36081145102i710,36081145102h290,36005000400s0,f,10,inGrp
36081145102i2106,36081145102h290,36081145102h290,f,62,inGrp
36081145102i338,36081145102h290,36059409800w5,m,20,inGrp
36005038900i29,36005038900h66,36005039100w49,f,31,inGrp
36059300400i4668,36059300400h471,36059300400h471,f,73,inGrp
36059300400i4389,36059300400h471,36059300400h471,f,65,inGrp
36059300400i503,36059300400h471,36005018102w28,f,60,inGrp
36059300400i5225,36059300400h471,36059300400h471,m,19,inGrp
34031175602i3443,34031175602h1804,34003011400w278,m,70,inGrp
34031175602i6268,34031175602h1804,36061020101w87,f,54,inGrp
34031175602i6344,34031175602h1804,34031124321s2,f,16,inGrp
34031175602i3835,34031175602h1804,34031175602h1804,f,65,inGrp
36061027100i4960,36061027100h2774,36061011402w301,f,48,inGrp
36061027100i4978,36061027100h2774,36061027100h2774,f,58,inGrp
36061023502i1673,36061023502h542,36061004000w669,m,69,inGrp
36061023502i1483,36061023502h542,36061023600d2,f,1,inGrp
36061023502i423,36061023502h542,36061023502h542,m,31,inGrp
36061023502i720,36061023502h542,36061022102s2,m,16,inGrp
36061023000i4489,36061023000h3107,36061023000h3107,m,57,inGrp
36061023000i4503,36061023000h3107,36061023000h3107,m,52,inGrp
36061023000i6531,36061023000h3107,36061008200w2002,m,25,inGrp
36047082000i5258,36047082000h1821,36047082000h1821,m,31,inGrp
36047082000i4497,36047082000h1821,36047082000h1821,m,38,inGrp
36047082000i4978,36047082000h1821,36047082000h1821,f,84,inGrp
36047082000i5179,36047082000h1821,36061000700w3188,f,44,inGrp
36047082000i3025,36047082000h1821,36047082000h1821,m,28,inGrp
36047082000i1000,36047082000h1821,36047082000h1821,m,18,inGrp
36047082000i4632,36047082000h1821,36047082000h1821,m,54,inGrp
36081050000i3749,36081050000h1055,36081050000h1055,f,24,inGrp
36081050000i1761,36081050000h1055,36061008700w195,f,23,inGrp
36081050000i1032,36081050000h1055,36081050000h1055,m,34,inGrp
36081050000i2229,36081050000h1055,36081050000h1055,f,9,inGrp
36081050000i3880,36081050000h1055,36081047800w50,m,41,inGrp
36061005501i989,36061005501h1032,36061005501h1032,m,20,inGrp
34013004200i2584,34013004200h631,34013004200h631,f,19,inGrp
34013004200i1302,34013004200h631,34013004200h631,f,63,inGrp
34013004200i2718,34013004200h631,34013004200h631,f,20,inGrp
36061021900i4899,36061021900h657,36061013900w93,f,21,inGrp
36061021900i853,36061021900h657,36061022302s1,m,15,inGrp
36061021900i820,36061021900h657,36061021900h657,f,58,inGrp
36081023600i77,36081023600h99,36081023600h99,m,47,inGrp
34003041302i4325,34003041302h1378,34003041302h1378,m,49,inGrp
34003041302i2586,34003041302h1378,34003013001w221,m,43,inGrp
34003041302i2638,34003041302h1378,34003042400w264,f,48,inGrp
36061006000i671,36061006000h1134,36061006000h1134,m,31,inGrp
36061006000i4336,36061006000h1134,36061009500w1007,m,76,inGrp
36061006000i1063,36061006000h1134,36061006400s5,f,7,inGrp
36061006000i1069,36061006000h1134,36061006200d0,f,1,inGrp
36061006000i1131,36061006000h1134,36061001300w912,f,22,inGrp
36061006000i1099,36061006000h1134,36061006200d0,f,2,inGrp
36047067800i301,36047067800h250,36047067800h250,f,33,inGrp
36047067800i2089,36047067800h250,36059301800w1289,f,58,inGrp
36047067800i421,36047067800h250,36081097202s0,m,5,inGrp
36047111000i1411,36047111000h821,36061002100w2411,f,40,inGrp
36047111000i2840,36047111000h821,36047000900w9084,m,45,inGrp
36047111000i1799,36047111000h821,36047112000d0,m,3,inGrp
36047111000i1801,36047111000h821,36047111600s0,f,8,inGrp
36005038700i2129,36005038700h891,36005000400s0,f,6,inGrp
36005038700i1124,36005038700h891,36005038700h891,m,22,inGrp
36005038700i2211,36005038700h891,36005038700h891,m,21,inGrp
36005038700i1618,36005038700h891,36005038900w20,f,22,inGrp
36005037600i319,36005037600h16,36005042100w993,f,75,inGrp
36047122000i5465,36047122000h693,36061000700w3219,f,37,inGrp
36047122000i675,36047122000h693,36081125700s2,m,9,inGrp
36047122000i972,36047122000h693,36047122000h693,f,42,inGrp
36047122000i4727,36047122000h693,36061010800w210,f,51,inGrp
36061022500i4817,36061022500h3196,36061022500h3196,m,77,inGrp
36061022500i4812,36061022500h3196,36047054900w58,m,70,inGrp
36061022500i9073,36061022500h3196,36061021303s1,f,4,inGrp
36081115900i3181,36081115900h763,36081115900h763,f,64,inGrp
36081115900i2421,36081115900h763,36081115900h763,f,3,inGrp
36081115900i1320,36081115900h763,36081115900h763,f,37,inGrp
36081115900i989,36081115900h763,36061010800w357,m,36,inGrp
36081115900i2442,36081115900h763,36081115900h763,m,7,inGrp
34003030200i5822,34003030200h1998,34003042400s0,f,12,inGrp
34003030200i5813,34003030200h1998,34013012300s1,m,14,inGrp
34003030200i3205,34003030200h1998,34003030200h1998,m,65,inGrp
34003030200i5935,34003030200h1998,34003030200h1998,f,26,inGrp
34003030200i3530,34003030200h1998,34003030200h1998,f,56,inGrp
34003030200i5949,34003030200h1998,34003004001w28,m,20,inGrp
34003030200i5840,34003030200h1998,34013012300s1,f,17,inGrp
36081104700i656,36081104700h1004,36081104700h1004,m,11,inGrp
36081104700i659,36081104700h1004,36081104700h1004,m,17,inGrp
36081104700i661,36081104700h1004,36081104700h1004,f,14,inGrp
36081104700i6503,36081104700h1004,36081104700h1004,m,46,inGrp
36081104700i540,36081104700h1004,36061000700w3190,m,62,inGrp
34031124601i2633,34031124601h1340,34017019900w645,f,19,inGrp
34031124601i4063,34031124601h1340,34031124321w136,f,28,inGrp
34031124601i2412,34031124601h1340,34031124601h1340,m,25,inGrp
36061011800i6755,36061011800h4433,34003016000w658,f,75,inGrp
36061011800i6737,36061011800h4433,36061000900w1914,m,77,inGrp
36081136700i3946,36081136700h2148,36081136700h2148,m,26,inGrp
36081136700i4180,36081136700h2148,36081136700h2148,f,31,inGrp
36005022500i2406,36005022500h914,36005000400s0,m,11,inGrp
36005022500i5912,36005022500h914,36005022500h914,f,68,inGrp
36005022500i7483,36005022500h914,36005022500h914,f,18,inGrp
36005022500i6240,36005022500h914,36005022500h914,m,50,inGrp
36005022500i2088,36005022500h914,36005022500h914,f,55,inGrp
36005029500i3447,36005029500h1940,36005029500h1940,f,69,inGrp
36005029500i3457,36005029500h1940,36005029500h1940,f,64,inGrp
36005029500i3787,36005029500h1940,36005041800w43,m,41,inGrp
36081044602i2520,36081044602h1322,36081044602h1322,m,36,inGrp
36081044602i2526,36081044602h1322,36081044602h1322,m,28,inGrp
36081044602i3655,36081044602h1322,36081023000w12,f,75,inGrp
36081044602i3732,36081044602h1322,36081044602h1322,f,14,inGrp
36005004200i4596,36005004200h2169,36005000400s0,f,5,inGrp
36005004200i2120,36005004200h2169,36061009500w856,m,30,inGrp
36005004200i3702,36005004200h2169,36005004200h2169,m,18,inGrp
36005004200i6643,36005004200h2169,36005004200h2169,m,27,inGrp
36005004200i3853,36005004200h2169,36005004200h2169,f,23,inGrp
36005004200i4597,36005004200h2169,36005000400d0,m,1,inGrp
36061001502i5358,36061001502h3001,36061010000w1715,m,22,inGrp
36061001502i5360,36061001502h3001,36061001502h3001,m,29,inGrp
36061001502i5364,36061001502h3001,36061011203w862,m,23,inGrp
36061018900i4366,36061018900h3215,36061019500s3,m,6,inGrp
36061018900i2158,36061018900h3215,36061001300w1570,m,47,inGrp
36061018900i4354,36061018900h3215,36061018900d0,m,0,inGrp
36061018900i4360,36061018900h3215,36061019500s3,m,11,inGrp
36061018900i9117,36061018900h3215,36061018900h3215,f,64,inGrp
36005021700i4204,36005021700h1098,36005021700h1098,m,80,inGrp
36005021700i3782,36005021700h1098,36005021700h1098,m,53,inGrp
36005021700i2067,36005021700h1098,36005021700h1098,f,20,inGrp
36005021700i5054,36005021700h1098,36005021700h1098,f,25,inGrp
36047039000i450,36047039000h361,36047039000h361,m,3,inGrp
36047039000i454,36047039000h361,36047039000h361,f,3,inGrp
36047039000i490,36047039000h361,36047039000h361,f,36,inGrp
36047039000i468,36047039000h361,36047041401s0,f,6,inGrp
36047039000i469,36047039000h361,36047039000h361,m,49,inGrp
34003013001i3466,34003013001h1680,34003013001h1680,m,0,inGrp
34003013001i2207,34003013001h1680,34003013001h1680,f,33,inGrp
34003013001i2188,34003013001h1680,34003013001h1680,m,33,inGrp
34003013001i5622,34003013001h1680,34003013001h1680,f,35,inGrp
34003013001i3470,34003013001h1680,34003013001h1680,m,0,inGrp
36061014402i4556,36061014402h3134,36061014402h3134,m,32,inGrp
36061014402i4689,36061014402h3134,36061014402h3134,f,25,inGrp
36047065600i292,36047065600h218,36047064200s2,f,16,inGrp
36047065600i338,36047065600h218,36061025100w357,f,60,inGrp
36047065600i210,36047065600h218,34031175402w76,m,63,inGrp
36047065600i305,36047065600h218,36047064200s2,f,17,inGrp
36047067600i1507,36047067600h538,36047083600w9,f,18,inGrp
36047067600i955,36047067600h538,36047037000w179,m,33,inGrp
36047067600i1080,36047067600h538,36047002200w391,f,31,inGrp
